SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,len_smiles,dataset,method,sa_score,sc_score
O=C(NC(=O)N1CCOCC1)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,1,4,0.9196446812462624,100.0,52,chembl,vae,2.4201365387455027,3.4775478702672697
CN1CCN(C(=O)c2cc3c(cc2C)[nH]c(=O)c2cnn(C4CCCC4)c23)CC1,0,11,0.0,-1.0,54,chembl,vae,2.6987032903812818,4.536188428857313
COC1C=CC=C(CO)N(C(=O)C(N)C(C)C)C(CCCc2ccccc2)C1C(O)C(O)CO,0,11,0.0,-1.0,57,chembl,vae,4.560841405891889,3.451104912992752
Cc1cc(-c2ccccc2)c2nncn2n1,1,2,0.8862511117173001,71.0,25,chembl,vae,2.217438491714944,3.2149421180899207
O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(Cl)nc1,1,1,0.9998564720153807,3.0,46,chembl,vae,2.0902596349938047,3.3843554614731883
COc1ccc(Cl)c(NC(P(=O)(O)O)P(=O)(O)O)c1,0,11,0.0,-1.0,38,chembl,vae,2.698028535361253,2.775656766933446
OC1(c2ccccc2)CN2CCCCC2CC1,0,11,0.0,-1.0,25,chembl,vae,2.891856011452397,3.1862528232040206
COc1cc(O)c2c(c1)C(=O)C1=C(OCc3ccccc3F)C(=O)C1CC2,0,11,0.0,-1.0,48,chembl,vae,3.2273399639314686,3.7076232141433954
Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3Cl)c2n1,1,2,0.9986727956728368,7.0,37,chembl,vae,2.3846679015616647,3.877770425049919
OC1CCN(c2cnccc2CNc2ncc(Cl)cc2Cl)C1c1ccccc1,0,11,0.0,-1.0,42,chembl,vae,3.321729281966811,4.404472588864065
CCC(NC(=O)C(NC(=O)C1CSCC1N)C(C)C)C(=O)N1CCCC1C(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,-1,11,-1.0,-1.0,76,chembl,vae,4.345075967699545,4.9999729259156585
Oc1nc(CCCNCC2CC2)nc2c1scc1CN2CCOCCOCCN1CCCC1,-1,11,-1.0,-1.0,44,chembl,vae,0.0,1.1742103122535654
CC(c1ccccc1)N1CCC(CC(=O)NO)C(CCc2cc(Cl)cc(Cl)c2)C1,0,11,0.0,-1.0,50,chembl,vae,3.4132973297764533,4.261492300104331
O=C(COc1ccc(F)cc1Cl)Nc1ccc2c(c1)OCO2,1,1,0.9999784231185912,47.0,36,chembl,vae,1.8582969835603826,2.7676056335200636
CC1=CC2(C)C(=C(C)C3C4=C(CCC3=O)C4(C)C(O)CC3(C)C(c3ccoc3)C4(C)CCC2C3(C)C)CC1=O,-1,11,-1.0,-1.0,77,chembl,vae,0.0,1.1742103122535654
C(Cc1ccco1)n1cnc2c(NCC3CC3)ncnc21,1,7,0.726354368033734,19.0,33,chembl,vae,2.5179838189433355,3.9924610612706966
Oc1ncnc2cc(Cl)sc12,1,3,0.14489507077402822,11.0,18,chembl,vae,3.06916956706646,2.3425283415545275
CC(C)c1ccc(NC(=O)CSc2nnc(C3CC3)n2C)cc1,1,1,0.99932599067688,123.0,38,chembl,vae,2.0495320806661415,3.938045396655004
Cc1cc(Cl)ccc1OCCCC(=O)Nc1cccc(C(=O)O)c1,1,2,0.9985250956216872,65.0,39,chembl,vae,1.7721737913608564,3.1194274607901398
Oc1c2c(nc3ccccc13)C(c1ccc3c(c1)OCO3)N(CC1CCCCC1)C2,0,11,0.0,-1.0,50,chembl,vae,3.161223084642856,4.439427778139144
CC1(C(=O)Nc2ccc3c(c2)OCO3)CCN1CCc1ccccc1,1,6,0.11717668690605253,21.0,40,chembl,vae,2.7491275420801937,3.9548546559513857
COC(=O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O,1,6,0.8460459925001863,13.0,54,chembl,vae,2.746243206115798,3.047593036017244
O=C(CN1CCOCC1)Nc1nc(-n2cccn2)c2ccccc2n1,1,4,0.9750313989433051,9.0,39,chembl,vae,2.3233169326423386,3.581746100810929
CCCc1ccc(S(=O)(=O)Nc2cc3c(cc2Br)OCCO3)cc1,1,2,0.9986411938844384,15.0,41,chembl,vae,2.1298699080624157,3.2227150632438275
Cn1c2c(c3ccccc31)C(=O)C(N1CCN(c3cccc4[nH]occ34)CC1)CC2=O,-1,11,-1.0,-1.0,56,chembl,vae,0.0,1.1742103122535654
CNC(=O)C(=NOC(C)C)c1cccc(NC(=O)n2nc(C)c(-c3ccc(F)cc3)c2N)c1,1,6,0.8578172191481898,91.0,59,chembl,vae,2.86350038605746,4.707768566989229
COc1ccccc1CN(C)CC1CCN(C(C)CSc2ccccc2)CC1,1,5,0.8947241396255374,14.0,40,chembl,vae,2.70866104293245,4.010564662213778
Cc1ccc(C2C(C#N)=C(N)N3C(=S)N(c4ccc(Br)cc4)CC(c4ccccc4)N34)cc2)cc1,-1,11,-1.0,-1.0,65,chembl,vae,0.0,1.1742103122535654
NCc1ccc(-c2cccc(NC(=O)c3ccc(NP(C)(=O)=O)cc3)c2)cc1,-1,11,-1.0,-1.0,50,chembl,vae,2.6475462009430917,4.313652584153681
CCSc1nc(NCCC23CCCCC2CCC3)c2cn[nH]c2n1,-1,11,-1.0,-1.0,37,chembl,vae,3.7696087124750974,4.422303261581771
COc1ccc(C(=O)Nc2c(C(=O)c3ccc(C)cc3)oc3ccc(Br)cc23)cc1,1,2,0.999752581383838,14.0,53,chembl,vae,2.0840705938241637,3.106124645382607
CS(=O)(=O)Nc1c(C#N)c2nc3ccccc3nc2n1CCCCCCc1nnn[nH]1,0,11,0.0,-1.0,51,chembl,vae,3.0437413872670467,4.433820219361636
COC(=O)c1cccc(NC(c2cccnc2)c2c(Cl)c(Cl)nc(Cl)c2Cl)c1,0,11,0.0,-1.0,51,chembl,vae,3.0936833966471102,3.258913111609919
COC(=O)C1(C)CCCC2(C)C3CCC4=CC(=O)C=CC4(C)C3CCC12C,0,11,0.0,-1.0,49,chembl,vae,4.5351213769097365,3.4359099679730094
O=C(c1ccccc1)c1oc2cc(-c3ccc4c(c3)[nH]c3ccccc34)cc(-c3cccc(Cl)c3)c2c1,1,5,0.9798316490383256,65.0,68,chembl,vae,2.424455095642985,4.746580335804598
CCOc1ccccc1CN1CCC(O)(CN2CCOCC2)CC1,1,3,0.9913746319316552,44.0,34,chembl,vae,2.284096979814194,3.004473562036429
Cc1ccc(Nc2nn3c(-c4ccccc4)nnc3s2)cc1,1,2,0.9988437632272388,26.0,35,chembl,vae,2.0601780317429697,3.6745894999149176
CCN1CC2(CC1=O)CN(C(=O)c1cccn1C)CCN(Cc1cccc(OC)c1)C2,0,11,0.0,-1.0,51,chembl,vae,3.562993062224332,4.3014598589455275
CCNC(=O)C1SCc2sc(-c3ccccc3)c(C(C)(C)c3ccc(OC)cc3)c2C1CCO,0,11,0.0,-1.0,56,chembl,vae,3.8156417720348568,4.2274093479694095
CCOc1ccc(-c2nc(-c3cccc4c3CCC4NC(C)=O)no2)cc1C#N,1,9,0.93287624974572,80.0,47,chembl,vae,2.95686715833493,4.17280114816959
N#Cc1cccc(-c2ccc(CC(NCC(O)c3ccc(O)cc3)C(F)(F)F)cc2)c1,1,9,0.8996238757478919,47.0,53,chembl,vae,3.1794646982009755,4.132151834925042
CCCCOC(=O)c1cccc(-c2csc(-c3ccc(Cl)cc3)n2)c1,1,2,0.9998292925395162,49.0,43,chembl,vae,1.9414300823304877,3.5968068773032105
Brc1ccc(Cn2cnc3c(-c4ccco4)ncnc32)cc1,1,2,0.9876651647411676,6.0,36,chembl,vae,2.3340805169500705,3.3129033657119655
COc1ccc(S(=O)(=O)NC(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)CBr)CC1,1,8,0.07480703047045915,50.0,68,chembl,vae,4.077610397900177,4.415081392693727
Cc1cc(C(=O)N2CCC(C)(CCN)C2O)ccc1C#N,0,11,0.0,-1.0,35,chembl,vae,3.6800576654286257,3.7557824796588233
O=c1cc(O)c2cc3c(c(O)c2o1)OCO3,0,11,0.0,-1.0,29,chembl,vae,2.847951552271409,2.1922157311473573
CCN1CC(=O)N(c2ccc(Cl)cc2)C1=S,1,1,0.9999788999557496,29.0,29,chembl,vae,2.3176865872364445,2.9441766075957245
CCOC(=O)c1sc(-c2ccccc2)nc1N1CCCC1,1,3,0.9733329848418204,15.0,33,chembl,vae,2.091862283736079,2.72341950991936
CCCN1CCOC2c3cc(C(F)(F)F)ccc3CCC21,1,9,0.9200802934969692,52.0,33,chembl,vae,3.248922072208286,4.643921933159909
CC12CCC(=O)N(Cc3ccccc3)C1CCCC2=NO,0,11,0.0,-1.0,33,chembl,vae,3.3374715115824714,3.059341870972873
Cn1c(SCC(=O)N2CCN(c3ccccc3F)CC2)nn(-c2ccc(Cl)cc2Cl)c1=O,1,9,0.19071312605479374,91.0,55,chembl,vae,2.484640203934397,4.360295753780803
Cc1ccc(CNC(=O)C=Cc2ccc([S+](C)[O-])cc2)cc1,0,11,0.0,-1.0,42,chembl,vae,3.0078418127215016,2.8028863972136264
c1ccc(CN2CC3CCC(CCn4c(-c6ccccc6)n[nH]c4-c4ccccc4)(C4)C2)cc1,-1,11,-1.0,-1.0,59,chembl,vae,0.0,1.1742103122535654
CCOC(=O)C1CN2C(=O)CN(Cc3ccccc3)C2=CC1c1ccc(OC)c(OC)c1,0,11,0.0,-1.0,53,chembl,vae,3.446754147493828,3.54768688898797
O=C(Cn1ncc2c1-c1ccccc1OC2)Nc1cccc(Cl)c1,1,8,0.8538368975757435,10.0,39,chembl,vae,2.2031029138801284,4.284130978638725
Cc1cccc(C(=O)N(C)CC#N)c1,1,1,0.9998103976249696,4.0,24,chembl,vae,2.013110545206308,2.258784033705439
CN(C)c1cccc(C(=O)O)c1,1,0,1.0,2.0,21,chembl,vae,1.614686753715528,1.7288253282323747
CN(C)CCCNC(=O)CC1CNc2nc(NCCc3ccc(O)cc3)nc(O)c2C2c2cccc(c2)N1,-1,11,-1.0,-1.0,60,chembl,vae,0.0,1.1742103122535654
Cc1cc([N+](=O)[O-])c(OCCCN2CCCC2)cc1Cl,1,1,0.9998903274536132,77.0,38,chembl,vae,2.059159476710118,3.196031735493892
CN1CCC23CC(=O)C(c4ccc(Oc5ccccc5)cc4)(O2)CCCC31,0,11,0.0,-1.0,46,chembl,vae,4.868916210829164,3.7320319360647662
COc1cccc(CSc2ccc(-c3ccc(O)cc3)nn2)c1,1,4,0.9619309244553144,11.0,36,chembl,vae,2.02986950890954,3.2338903828952072
CCc1ccccc1-c1cc(C(=O)N2CCC(c3ccccc3)CC2)nn1-c1ccc(F)cc1,1,5,0.1474537898610357,26.0,55,chembl,vae,2.2914845889265134,4.497022397357309
CC1(C(=O)O)CCc2ccc(OCCCOc3ccccc3C3(C(C)(C)O)CCC3C2)cc1,0,11,0.0,-1.0,54,chembl,vae,5.897308223748185,4.0314160413769535
Fc1ccc(-c2cc(CNc3nc(-c4ccccc4)no3)cc(C(F)(F)F)c2)cc1,-1,11,-1.0,-1.0,52,chembl,vae,2.2840303833643087,4.253720881853995
O=C(NN=Cc1ccc(Cl)c(Cl)c1)Nc1nnc(S)s1,1,3,0.9525252250140936,4.0,36,chembl,vae,2.727609751435393,3.1854899509338512
CN1C(=O)C(=Cc2cnn(-c3ccccc3)c2)SC1=S,1,1,0.9998909235000609,87.0,36,chembl,vae,2.348991099035162,3.5609892906768605
O=C(O)C1CCCN1C(=O)c1cccc(COc2ccc(-c3nc4cccc(Cl)c4s3)cc2)c1,1,5,0.20793400007453453,112.0,58,chembl,vae,2.7460023737034422,4.486302768071717
CC(C)COCCCNC(=O)c1cccc(Sc2cnc(Nc3ccc(F)c(Cl)c3)nc2)n1,1,6,0.8619475413974619,148.0,53,chembl,vae,2.730366249980772,4.70089987399788
N=C1C(C(=O)c2ccccc2)=C(O)c2cc(OCC(=O)NN)c(Br)cc2O1,0,11,0.0,-1.0,50,chembl,vae,2.6853111926072515,3.512256540657635
CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(O)=Nc4ccc(F)c(Cl)c4)c(Cl)c3)c2C1=O,0,11,0.0,-1.0,80,chembl,vae,4.945430751082538,4.999576243659018
COc1cccc2c1CCCC2CCCN1CCC2C(CC(C)C1)C2,0,11,0.0,-1.0,37,chembl,vae,3.533871031432204,4.761254912093261
COc1cccc(C2c3c(nc4c(c3N)CCCC4)Oc3c2c(=O)o2)CCC3,-1,11,-1.0,-1.0,47,chembl,vae,0.0,1.1742103122535654
COc1cccc(C(=O)CSc2nnc(CNC(=O)c3ccccc3)s2)c1,1,6,0.8436451565470353,14.0,43,chembl,vae,2.084828920417902,3.274574201415914
COc1cc(C(=O)N2CCOCC2)ccc1NC(=O)Nc1ccccc1Cl,1,2,0.9934202554913298,19.0,42,chembl,vae,1.919089398401459,3.1182166782128
COc1ccc(CCN2C(=O)C(=O)N(C(CC(C)C)CN2CC(=O)Nc2nccs2)C(C)C)cc1,0,11,0.0,-1.0,60,chembl,vae,3.5343446515516685,4.483348040212109
CC(C)(C)C1(O)COc2ccccc2C(c2ccc3c(c2)OCO3)C1,0,11,0.0,-1.0,43,chembl,vae,3.41891598539845,3.123719636189515
CC1(C)C=C(C23CC4C(CCC4C2CC(OC3=O)SC2=NOS(=O)(=O)=O)CC(S)=N2)CCO1,-1,11,-1.0,-1.0,64,chembl,vae,0.0,1.1742103122535654
COc1ccc(CN(C(CC(C)=O)C(=O)OC(C)(C)C)S(C)(=O)=O)cc1,1,5,0.8690816462923417,8.0,50,chembl,vae,2.909771474410169,2.269719442718445
COc1cccc(C(CC2CCNCC2)NC(=O)c2cc(C)nn2C)c1,1,5,0.9978149530090809,34.0,41,chembl,vae,2.885721541672,3.580335320956393
CC1=C(N2CC2)C(=O)C(CCC(C)Cc2ccc(C)cc2O)=C(C)N1C,0,11,0.0,-1.0,47,chembl,vae,3.2227417911522496,4.735472558014453
COc1ccc(-c2nc(CNc3ccc(Cl)cc3)c(C)o2)c(C)c1,1,5,0.3813468397512869,37.0,42,chembl,vae,2.064856107157439,3.2838029355286698
O=C(Nc1c(F)c(F)c(F)c(F)c1)c1ccc(CO)cc1,1,1,0.9999898672103882,39.0,38,chembl,vae,2.0048646730637483,2.584111291788968
O=C(CSc1nnnn1-c1ccccc1)NC12CC3CC(CC(C3)C1)C2,1,1,0.9999961853027344,73.0,44,chembl,vae,3.505830914048797,2.631863963025603
O=C(NCc1ccc(Cl)c(Cl)c1)Nc1cnc2ccccc2c1,1,1,0.9995934367179872,75.0,38,chembl,vae,1.881741870875933,3.2401249442057543
COC(=O)C(CCSSCCC(NCCC(=O)c1ccc(I)o1)C(=O)OC)OC,1,9,0.08580500387854087,181.0,46,chembl,vae,3.926872428056143,3.3735068787577775
CC(C)(C)NC(=O)Nc1nc(Cl)c(-c2ccccc2)n(-c2ccccc2)c1=O,1,7,0.4027928258623505,22.0,51,chembl,vae,2.403157248804673,3.3954731907324462
Cc1cc2c(Br)cc(Br)cc2[nH]c1=O,1,5,0.7651787265542105,17.0,28,chembl,vae,2.335197589740721,2.4649583627809646
CCN1C(=O)N(C)C(=S)N(CC)C1CCl,0,11,0.0,-1.0,28,chembl,vae,3.918955716350494,3.146417523513885
Cn1cc(CN2CCOC(c3cccnc3)C2)cn1,1,8,0.8303285714110029,20.0,29,chembl,vae,2.8275195968614586,3.802765698403788
Cc1ccc(-c2ccnc3cc(-c4ccccc4)c(Nc4ccc(F)cc4)nc23)cc1,1,8,0.2201020676156657,13.0,51,chembl,vae,2.175569299544918,4.3926482111839835
C#CCN(C)CCCCCCCC,1,1,0.9981405735015868,9.0,16,chembl,vae,2.3223128269319027,3.070062662566955
CC(C)CC1NC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(CC(=O)NCc2ccccc2)NC1=O,1,8,0.9205316757848956,57.0,87,chembl,vae,4.654424246460399,4.361980064969252
C=CCOCC1COC1CO,1,6,0.7906966485583575,79.0,14,chembl,vae,3.8162079296807816,2.0742904518758483
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(c7ccc(OC)c(O)c8)OC(=O)c5ccccc4)O5)(C2)C31C7(C)C1CC2OC1(,-1,11,-1.0,-1.0,99,chembl,vae,0.0,1.1742103122535654
O=C(NCCc1cccs1)N1CCCC1,1,1,0.9984099864959716,66.0,22,chembl,vae,1.9272554964262927,3.0290076225987326
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1,2,0.9951123604486724,53.0,44,chembl,vae,2.0650288908165084,3.459700829186983
O=c1[nH]c2cccc(N3CCN(CCOc4ccc(Cl)cc4)CC3)c2o1,1,4,0.9603613370212952,20.0,45,chembl,vae,2.225834752621555,3.6964579871357106
CC1(C)C2CC=C(C[N+](C)(C)Cc3ccc(-c4ccccc4)cc3)C1C2,0,11,0.0,-1.0,49,chembl,vae,4.026899575298568,2.621349528951364
Cc1ccccc1NC(=O)c1cnc2n(c1=O)CCS2,1,1,0.9987070560455322,61.0,32,chembl,vae,2.2449238925574306,3.3992440751296344
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C(=O)NCCCN2CCOCC2)c1,1,2,0.997734500501778,61.0,53,chembl,vae,2.198612270035964,3.7367094703690826
CN(C)Cc1ccc(CCN2CCc3cc4c(cc3C2C)OCCO4)cc1,1,9,0.7602286277306218,14.0,41,chembl,vae,2.8175467842366704,4.847667956639417
NC(=O)C12CC3CC(C1)C(N(Cc1ccccc1)C(=O)OCc1cnc[nH]1)CC2)C(c1ccccc1)(c1ccccc1)c1ccccc1,-1,11,-1.0,-1.0,83,chembl,vae,0.0,1.1742103122535654
COc1cccc(Nc2ncc(C(=O)c3cc(C)ccc3OC)c3ccc(C)nc23)c1,0,11,0.0,-1.0,50,chembl,vae,2.332993913392606,3.7363540909621262
Cc1c(C(O)CN2CCC3(CCC(=O)N(c4nccs4)CC3)C2)ccn1C(C)(C)C,0,11,0.0,-1.0,53,chembl,vae,4.397759280522138,4.638675117625351
Cc1ccc(C=C2CCCC3(C2=O)C(c2ccc(C)cc2)CN(C)C3)cc1,0,11,0.0,-1.0,47,chembl,vae,3.741914806025564,3.887767197118211
CCN(CC)c1ccc(NC(=O)C2CC2C(=O)O)cc1F,1,2,0.9864276100058688,24.0,35,chembl,vae,2.9672552362788274,3.2850006328736754
COc1ccccc1C=CC(=O)Nc1ccc2c(c1)C(=O)C(=O)N2Cc1cn(CCc2ccccc2)nn1,1,5,0.999319120652598,10.0,62,chembl,vae,2.5592566661875225,4.4438496963081535
CC=Cc1ccc(OCCCOc2cccc3cc(CC)c(=O)oc23)c(OC)c1,1,5,0.6823718725798043,11.0,45,chembl,vae,2.4406093144776673,3.643727461333752
O=C(NCC1CCNCC1)C1c2ccccc2Oc2ncccc21,0,11,0.0,-1.0,35,chembl,vae,3.020733058007969,3.7763004385009933
CC(C)N1CCC(CC(c2ccccc2)c2ccccc2)CC1,0,11,0.0,-1.0,35,chembl,vae,1.9432876489784263,2.8890190406426717
CCCCOC(=CC=CC1=C(C)CCCC1(C)C)Cc1cccc(OC(C)=O)c1,0,11,0.0,-1.0,47,chembl,vae,2.9822649215212262,3.8380747756516045
Cc1nc(Nc2cc(Oc3cccnc3)c([N+](=O)[O-])n2C)sc1C,0,11,0.0,-1.0,45,chembl,vae,2.9832224710393866,3.6302158151865864
NC(N)=NCCCC1COc2ccc(NC(=O)c3cc4cc(C(=N)N)ccc4n3CCc3ccccc3)cc2N=C1O,0,11,0.0,-1.0,66,chembl,vae,3.5870196524698432,4.999992706526829
CN(C)C(=O)c1cc(Br)c(Br)cc1CNCCCCC(F)(F)F,1,4,0.14161866279817956,51.0,40,chembl,vae,2.64620257246942,3.576161701741506
CCCn1nc(C(=O)Nc2cccnc2C(=O)Nc2nnc(C)s2)c2ccccc2c1=O,1,3,0.996440116232486,103.0,51,chembl,vae,2.4658418776453033,4.275039594053235
Cc1ccc(Sc2c(C(=O)O)[nH]c3cc(C)ccc23)cc1,1,2,0.9148831244111656,78.0,39,chembl,vae,2.214171912479106,2.990626776933494
O=C(NO)c1ccc(Br)cc1Cl,1,2,0.973699474114838,3.0,21,chembl,vae,1.961480984484762,1.7348734519610316
CC(C)C(NC(=O)C(Cc1ccccc1)N(C)C(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C,1,8,0.8211938735678961,55.0,99,chembl,vae,4.13385835307832,4.669675362151617
COc1ccc(-c2nc(SCCOc3ccc4ccc(=O)oc4c3)nc3c2CCS3)cc1OC,0,11,0.0,-1.0,52,chembl,vae,2.839732141374066,4.533666967547127
COc1ccc(-c2c3c(nc4sc5c(Cl)ncnc5c24)CCC3)cc1,1,5,0.9988443187741765,9.0,43,chembl,vae,2.5656794764295405,4.4410011128886815
Nc1ccn(C2OC(COP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c(=O)n1,1,1,0.9725493788719176,32.0,69,chembl,vae,4.719349929851516,3.995807632824997
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cnc4ccc(-c5cnn(-c6ccccc6)c5CO)c4)cc3)c(C(F)(F)F)n2c(=O)cc1O,-1,11,-1.0,-1.0,88,chembl,vae,0.0,1.1742103122535654
O=C(O)c1ccc2c(c1)nc(N1CCN(C(=O)C3CCCCC3C(=O)O)CC1)c1cccn12,1,5,0.9966386423755084,8.0,58,chembl,vae,3.238063437366751,4.340120196957837
CCOc1cc(=O)n(C)cc1-c1cc(N2CCCCC2)cc(C(F)(F)F)c1Cl,1,8,0.9884982413559222,14.0,49,chembl,vae,2.668799352854471,4.128140437985272
COc1ccc(Br)c(C=Nc2sc3c(c2CN(C)C)CCC(C)C3)c1,1,4,0.8752998986231629,56.0,43,chembl,vae,3.2486349664366596,3.6522410228925466
CN1c2nc3cc[nH]c(=O)c3cc2C2CC21,0,11,0.0,-1.0,30,chembl,vae,3.772619376532079,3.5165135152085623
Cc1c2c3c(cc4c5c(cccc4c2n1C)C(=O)c1ccccc1C4=O)C(=O)CC(C)(O)C3,-1,11,-1.0,-1.0,60,chembl,vae,0.0,1.1742103122535654
CCCCN(C)CC(=O)N1c2ccccc2-n2cncc2S1,0,11,0.0,-1.0,34,chembl,vae,3.130365115428515,3.9529025410008884
COc1ccc(C(c2ccc(OCCN3C=CCCC3)cc2)c2c(N)nc(O)cc2O)cc1,0,11,0.0,-1.0,52,chembl,vae,3.416925007005738,3.881426527961094
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)NC(C)C(=O)O)C(C)C)cc1,-1,11,-1.0,-1.0,70,chembl,vae,3.6827978398187042,4.96631241542905
O=C(CC12CC3CC(CC(C3)C1)C2)N1CCCC(O)C1,1,1,0.9993242025375366,5.0,37,chembl,vae,4.065863540749528,3.219845554891175
CCCNCc1ccc(SCC(=O)O)cc1,1,4,0.5986292902071104,3.0,23,chembl,vae,1.8429207830406398,2.854684517301396
CC(C)(C)n1nnnc1C(c1cccc2c1OCO2)SC(=O)c1ccc(O)cc1,0,11,0.0,-1.0,48,chembl,vae,3.426749043097244,3.400608165140691
Cc1ccc(C2CC(c3ccc(C)cc3)Nc3nc(N)nc(N)c32)cc1,0,11,0.0,-1.0,44,chembl,vae,3.309680540697123,3.7217964097445377
CCC1CCc2c(sc(NC(=O)C(C)C)c2C(=O)c2ccc(F)cc2)C1,1,3,0.99851502900691,21.0,46,chembl,vae,2.7378960219214807,3.6450712597618513
CCCCCC(O)C#CC#CC(O)CCCC(=O)O,1,4,0.4195017717855954,25.0,28,chembl,vae,3.7354697932546994,2.5419820431540017
Cc1occc1-c1nc(-c2ccco2)no1,0,11,0.0,-1.0,26,chembl,vae,2.4079733525987415,3.193971658531106
CN1Cc2c(C3=CCNCC3)[nH]c3nccc(c23)-c2ccc(F)nc21,0,11,0.0,-1.0,46,chembl,vae,3.502129002246189,4.337506412123127
COc1ccc2c(c1OC)C(=O)OC2C1Nc2ccccc2C(=O)N1N=[N+]=[N-],0,11,0.0,-1.0,52,chembl,vae,3.861702797059314,3.4821147867998836
Cc1ccc(C(=O)NC2CCCC2)cc1-c1ccc2c(c1)NC(=O)CO2,1,4,0.9993250059384852,23.0,45,chembl,vae,2.1986091817713547,4.2717582015155
CSc1ncc(CO)n1Cc1ccc(NC(=S)NCCOc2ccccc2)cc1,1,6,0.9381671116900598,34.0,42,chembl,vae,2.341292394048697,3.8557415732339386
O=C(NCC(=O)N1CCCCC1)c1ccc2ccccc2c1,1,1,0.9996237754821776,83.0,34,chembl,vae,1.7316110975713723,2.7373131602602103
COc1cc(C(CC(=O)c2ccc(F)cc2)NC(C)=O)ccc1OCCN(C)C,1,4,0.8814007370382456,5.0,47,chembl,vae,2.590874338594432,4.175444673394326
COC(=O)C1=C(c2cccc(OC)c2OC)CC2CCC1N2Cc1ccc(C#N)cc1,0,11,0.0,-1.0,50,chembl,vae,3.962164485903001,3.549089665203543
CS(=O)(=O)N(c1ccc2nc(NC3CCCCC3)cc(Cl)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-1,11,-1.0,-1.0,75,chembl,vae,3.2612865454944053,4.952173626322781
CCOP(=O)(OCC)c1nc(-c2ccccc2)oc1NCc1ccccc1,-1,11,-1.0,-1.0,41,chembl,vae,2.507669157104294,3.1024444026474827
O=C(NC1CC1)c1cnn2ccc(NC3CCNCC3)cc12,1,4,0.9998805559338936,103.0,35,chembl,vae,2.630669991802142,3.7700235691889223
O=C(NCCOCCOCCNc1nc(Nc2ccc(O)cc2)nc(Nc2ccccc2)n1)c1ccccc1F,1,6,0.9727109568847035,79.0,57,chembl,vae,2.549978157382764,4.2047587822854045
CN(CC(=O)Nc1cc(Cl)ccc1Cl)C(=O)C1(C)CCN(C(=O)CNC(=O)c2ccccc2Cl)C1,1,7,0.9931333885242678,18.0,64,chembl,vae,2.9639503067856108,4.649041356064112
Cc1ccc(Cc2nn(-c3ccccc3)c(=O)c3ccccc23)cc1,1,2,0.9985727517206584,31.0,41,chembl,vae,1.8530938073041447,3.4141182022323973
COc1ccc(NC(=O)Cc2ccc(Cl)cc2Cl)cc1N(C)CCN1CCCCC1,1,5,0.981322446816576,25.0,47,chembl,vae,2.2625019060413596,4.238511606830605
C=CCC1(CN(C)C(=O)CC(=O)NCC#N)CCCCC1,1,5,0.9213194541528352,18.0,35,chembl,vae,3.0607677583632045,2.7407354067258374
O=C(O)C(Cc1ccc(-c2ccccc2)cc1)NC(=O)c1ccc(-c2nnn[nH]2)cc1,1,3,0.9992708180672202,70.0,56,chembl,vae,2.6197129283679086,4.070066616813181
Brc1cc(NCc2cccs2)no1,1,3,0.7784777221013776,11.0,20,chembl,vae,2.8069948107375726,2.261917397694175
COc1cccc(NCc2cccc(CNc3[nH]cnc3nc3cccc(C)c23)c1,-1,11,-1.0,-1.0,46,chembl,vae,0.0,1.1742103122535654
O=C1CC(Oc2ccc(O)cc2)C(=O)N1,1,3,0.6188938374148206,9.0,27,chembl,vae,2.777195530382617,2.2234219381704547
CC(C)Oc1ccc2c(c1)CN(C(=O)C=Cc1c(Cl)cccc1Cl)CN2C,0,11,0.0,-1.0,47,chembl,vae,2.634565961838021,3.8899503980531263
CC(C)C(=O)NC(=S)Nc1cccc([N+](=O)[O-])c1,1,1,0.1788981556892395,31.0,39,chembl,vae,2.0359500413765304,2.305761827394088
CON=C(C)CCCCCN1C(CCN)C(OC2OC(CO)C(O)C(O)C2O)C1O,0,11,0.0,-1.0,47,chembl,vae,4.757584111474066,4.434722795798564
